Date,Open,High,Low,Close,Adj Close,Volume
12-08-2020,59,60.099998,58.549999,59.5,59.5,1565058
13-08-2020,59.950001,61.700001,59.599998,60.700001,60.700001,2976063
14-08-2020,61.049999,61.150002,58.25,58.599998,58.599998,1976521
17-08-2020,59,60.200001,58.25,59.299999,59.299999,1488387
18-08-2020,59.700001,60.549999,59.400002,59.900002,59.900002,1704122
19-08-2020,60.349998,62.349998,60.299999,61.549999,61.549999,4123114
20-08-2020,60.450001,64.400002,60.400002,62.950001,62.950001,4902356
21-08-2020,63.5,64.599998,62.5,62.799999,62.799999,2030756
24-08-2020,63.299999,63.450001,62,62.150002,62.150002,1685315
25-08-2020,62.200001,63.400002,61.549999,62,62,2095913
26-08-2020,62.349998,66.199997,61.799999,65.349998,65.349998,8898600
27-08-2020,66,66.400002,64.099998,64.349998,64.349998,3628725
28-08-2020,64.75,66.949997,64.449997,64.800003,64.800003,5836488
31-08-2020,65.150002,65.5,60.5,61.25,61.25,4019087
01-09-2020,61.5,62,58.049999,61.299999,61.299999,2445275
02-09-2020,61.799999,63.799999,60.700001,63.450001,63.450001,2220974
03-09-2020,63.650002,73.5,62.799999,71.25,71.25,14138759
04-09-2020,70.150002,77.400002,69.650002,72.050003,72.050003,29993116
07-09-2020,74,74.400002,70.199997,72.400002,72.400002,6439967
08-09-2020,71.949997,73.650002,70.25,71,71,4533746
09-09-2020,70.5,70.650002,68,68.650002,68.650002,4049211
10-09-2020,69.349998,72.25,69.099998,71.300003,71.300003,3529674
11-09-2020,71.449997,71.599998,69.199997,69.650002,69.650002,2028984
14-09-2020,70.25,72.400002,70.25,70.800003,70.800003,3067256
15-09-2020,71.300003,72.150002,70.650002,70.849998,70.849998,1678372
16-09-2020,71.099998,74.800003,71,72.650002,72.650002,4799609
17-09-2020,72,72.75,70.099998,70.449997,70.449997,1842220
18-09-2020,71,71.699997,69.25,69.849998,69.849998,2626204
21-09-2020,70,70.449997,64,64.599998,64.599998,2514643
22-09-2020,64.5,65.75,60.849998,62.900002,62.900002,4675047
23-09-2020,63.599998,65.349998,62.049999,63.150002,63.150002,2414141
24-09-2020,62.25,62.900002,60.650002,61.349998,61.349998,1781872
25-09-2020,61.950001,63.450001,60.700001,62.849998,62.849998,2661922
28-09-2020,63.400002,64.900002,63.099998,64.599998,64.599998,2008461
29-09-2020,65,65,62.700001,63.150002,63.150002,1465137
30-09-2020,63.349998,63.450001,62,62.200001,62.200001,1107848
01-10-2020,62.75,64,62.75,63.599998,63.599998,735621
